Temperature Sensor1 (°C)
38.57421875
39.0625
39.55078125
39.55078125
39.55078125
39.55078125
39.0625
45.41015625
46.38671875
45.41015625
42.96875
48.33984375
39.0625
38.57421875
38.57421875
39.0625
38.0859375
40.52734375
39.0625
39.55078125
39.0625
39.0625
38.57421875
39.55078125
38.0859375
39.0625
38.57421875
39.0625
40.52734375
39.0625
39.55078125
39.55078125
39.55078125
38.57421875
39.0625
39.0625
39.0625
39.0625
39.0625
39.55078125
39.55078125
39.0625
39.0625
39.0625
39.0625
39.0625
39.0625
39.0625
39.55078125
39.0625
39.55078125
43.45703125
39.0625
39.55078125
39.55078125
39.55078125
39.0625
39.55078125
39.55078125
39.55078125
39.0625
40.0390625
39.55078125
39.55078125
39.55078125
39.55078125
39.55078125
39.55078125
40.0390625
39.0625
39.55078125
39.0625
40.0390625
39.0625
39.0625
39.55078125
39.0625
38.57421875
39.0625
39.0625
42.48046875
42.48046875
42.96875
45.8984375
42.48046875
41.9921875
42.48046875
41.9921875
42.48046875
43.45703125
41.9921875
41.9921875
41.9921875
41.9921875
41.9921875
41.9921875
42.48046875
41.9921875
42.96875
41.9921875
41.9921875
41.9921875
41.9921875
41.9921875
41.50390625
41.50390625
41.9921875
41.9921875
41.9921875
41.9921875
41.9921875
41.9921875
44.921875
42.48046875
41.50390625
41.50390625
41.9921875
41.9921875
41.9921875
41.9921875
41.9921875
40.52734375
41.50390625
38.57421875
40.0390625
41.9921875
37.59765625
37.59765625
40.0390625
29.296875
27.83203125
21.97265625
22.4609375
10.25390625
10.25390625
9.27734375
11.23046875
12.6953125
20.01953125
19.53125
18.5546875
18.06640625
18.5546875
18.5546875
18.5546875
16.11328125
13.671875
16.11328125
13.671875
14.6484375
13.18359375
12.6953125
12.20703125
8.7890625
12.20703125
12.20703125
12.20703125
12.20703125
12.20703125
12.20703125
12.20703125
13.18359375
14.16015625
14.6484375
15.13671875
18.06640625
19.04296875
16.6015625
17.08984375
16.6015625
22.4609375
20.99609375
21.484375
26.85546875
21.97265625
21.484375
22.4609375
21.484375
21.97265625
21.97265625
21.97265625
21.484375
21.97265625
21.484375
21.484375
21.484375
21.484375
21.97265625
21.484375
21.484375
21.97265625
21.484375
21.97265625
21.97265625
21.97265625
21.484375
23.4375
20.99609375
21.484375
22.4609375
21.484375
20.99609375
23.4375
20.99609375
22.94921875
21.484375
21.484375
24.4140625
20.99609375
23.92578125
21.484375
24.4140625
23.4375
21.484375
21.484375
21.484375
21.484375
21.484375
20.99609375
21.97265625
20.99609375
21.484375
21.484375
20.99609375
23.4375
24.4140625
24.4140625
23.92578125
23.4375
23.92578125
23.92578125
22.94921875
23.92578125
23.4375
23.92578125
23.92578125
23.92578125
24.4140625
23.4375
23.4375
23.92578125
23.92578125
23.4375
23.92578125
23.92578125
20.99609375
23.4375
23.4375
23.92578125
20.99609375
21.97265625
21.97265625
21.97265625
21.484375
21.97265625
21.484375
21.484375
20.99609375
21.97265625
